SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
534618,SANGAM ADV  ,X ,Q,29.10,31.95,28.80,31.55,31.50,29.10,25,18434,547944.00,
534623,JUPITER INFO,X ,Q,71.00,75.50,71.00,71.25,71.25,72.05,14,668,48969.00,
534674,DUCON       ,B ,Q,32.25,32.25,31.40,31.65,31.70,31.30,51,13903,443979.00,
534675,PROZONINTU  ,B ,Q,51.10,53.90,51.05,53.25,53.25,51.95,608,80248,4252757.00,
534680,SRG HFL     ,XT,Q,292.10,304.90,290.00,291.85,297.00,305.00,62,3233,948156.00,
534690,LAKSHMIVILAS,A ,Q,94.80,96.00,93.85,94.85,95.65,95.00,432,67337,6360702.00,
534691,COMFORT COM ,B ,Q,10.64,10.64,10.64,10.64,10.64,11.20,28,8239,87662.00,
534707,ANSHUS CLOTH,X ,Q,1.20,1.20,1.20,1.20,1.20,1.26,1,500,600.00,
534708,RCL RETAIL  ,M ,Q,16.50,16.50,16.50,16.50,16.50,17.80,1,3000,49500.00,
534731,BRONZE INFRA,XT,Q,0.62,0.62,0.59,0.59,0.59,0.62,6,4667,2871.00,
534734,RMCHEM      ,SS,Q,6.08,6.08,6.08,6.08,6.08,6.08,1,500,3040.00,
534741,VIRTUAL GLO ,X ,Q,0.90,0.91,0.84,0.85,0.85,0.87,240,682378,596963.00,
534742,ZUARI AGRO  ,B ,Q,501.30,509.05,498.55,507.35,507.35,499.05,107,2849,1433779.00,
534748,STEEL EXCH  ,B ,Q,25.40,28.10,23.60,25.60,25.95,25.55,99,18968,503560.00,
534755,TRIO MERCAN ,X ,Q,14.40,16.70,14.15,15.19,15.19,14.50,47,17816,264601.00,
534756,TARA JEWELS ,B ,Q,13.45,13.45,12.01,12.58,12.67,12.03,99,28026,350672.00,
534758,CIGNITI TECH,T ,Q,257.00,260.00,257.00,259.80,258.00,256.35,27,1490,386723.00,
534796,PANKAJ POLY ,X ,Q,45.35,45.35,45.35,45.35,45.35,43.30,1,45,2040.00,
534804,CARERATING  ,A ,Q,1316.50,1316.50,1261.10,1283.95,1279.00,1303.75,226,1940,2488696.00,
534809,PC JEWELLER ,A ,Q,300.00,304.90,290.00,298.30,298.30,296.95,6807,558094,165714179.00,
534816,BH INFRATEL ,A ,Q,335.00,342.20,335.00,337.75,338.80,338.75,590,16164,5475976.00,
534976,VMART       ,B ,Q,2174.00,2240.00,2145.00,2187.15,2187.15,2194.95,513,87767,190520801.00,
535141,SUNSTAR R   ,B ,Q,5.33,5.33,5.33,5.33,5.33,5.61,27,5538,29517.00,
535267,COM FINCAP  ,X ,Q,16.25,16.30,16.15,16.25,16.25,16.20,69,17843,289917.00,
535276,SBISENSEX   ,B ,Q,349.87,349.95,348.00,349.95,349.95,348.35,6,22,7693.00,
535322,REPCO HOME  ,A ,Q,605.85,610.00,600.65,606.40,603.25,607.00,352,6980,4231186.00,
535467,AIFL        ,B ,Q,466.00,466.75,455.00,463.40,460.10,467.60,177,16148,7473461.00,
535566,KIFS FSL    ,XT,Q,88.90,88.90,84.90,84.95,84.90,84.70,2,1510,128239.00,
535601,SREELEATHER ,B ,Q,236.00,236.00,230.00,232.15,232.15,235.50,51,1881,436251.00,
535602,SHARDA MOTOR,B ,Q,1995.00,2006.05,1975.20,1988.70,1975.25,1988.70,139,777,1548424.00,
535620,BINNY MILLS ,X ,Q,226.95,226.95,226.95,226.95,226.95,221.05,3,26,5900.00,
535621,SV GLOBAL   ,X ,Q,106.10,121.00,106.10,120.85,121.00,110.95,32,1818,210426.00,
535648,JUSTDIAL    ,A ,Q,459.00,471.00,457.55,463.85,463.85,466.55,2174,183815,85175684.00,
535658,PAWANSUT    ,X ,Q,3.68,3.68,3.17,3.17,3.17,3.52,113,99999,317408.00,
535693,BRAHM INFRA ,X ,Q,30.00,30.00,28.25,29.15,30.00,30.95,4,30,883.00,
535694,EDSL        ,XT,Q,2.22,2.30,2.20,2.20,2.20,2.20,4,500,1108.00,
535730,KHOOBSURAT  ,ST,Q,0.19,0.19,0.19,0.19,0.19,0.19,6,4000,760.00,
535754,ORIENT CEM  ,B ,Q,148.35,148.65,143.00,146.10,146.30,148.00,70,2022,297497.00,
535755,ABFRL       ,A ,Q,150.00,150.75,147.35,148.90,148.00,149.30,309,154310,22854436.00,
535789,IBUL HSG FIN,A ,Q,1356.00,1356.00,1340.25,1347.70,1342.00,1337.90,1222,284032,382941944.00,
536128,VKJINFRA    ,X ,Q,1.59,1.62,1.52,1.56,1.56,1.59,216,338348,527056.00,
536170,KUSHAL      ,T ,Q,117.10,117.65,116.80,117.15,117.25,116.70,1944,444258,52111083.00,
536264,TIGER LOGS  ,X ,Q,191.95,192.90,189.55,191.75,191.95,190.00,92,5694,1089933.00,
536493,JKAGRI GEN  ,X ,Q,1244.50,1399.55,1244.50,1398.50,1398.50,1272.35,307,7124,9765593.00,
536507,FUTLIF FAS  ,A ,Q,433.15,438.50,423.00,431.00,427.65,437.55,1042,20983,9034158.00,
536659,PVVINFRA    ,XT,Q,20.10,21.80,20.10,21.80,21.80,20.80,29,7744,166825.00,
536709,INDRENEW    ,X ,Q,12.65,12.90,12.65,12.70,12.70,12.35,37,281370,3592220.00,
536738,STELLAR CAP ,M ,Q,4.64,4.64,4.64,4.64,4.64,4.42,1,6000,27840.00,
536773,JIN POLY INV,B ,Q,59.25,59.25,59.20,59.25,59.25,57.80,3,403,23867.00,
536799,SRS FINANCE ,ST,Q,0.60,0.60,0.60,0.60,0.60,0.63,9,36900,22140.00,
536960,M100        ,B ,Q,20.50,20.54,20.01,20.01,20.01,20.50,3,106,2171.00,
536974,CAPTAIN POLY,X ,Q,159.80,159.80,150.20,150.40,150.20,152.05,39,4016,611132.00,
536995,RCLENDPLAG  ,B ,Q,21.30,24.00,21.30,23.20,23.20,23.50,4,5210,120838.00,
537007,NIFTYIWIN   ,B ,Q,106.10,106.47,105.92,106.33,106.13,106.10,23,818,86797.00,
537008,NIF100IWIN  ,B ,Q,112.00,112.94,112.00,112.94,112.94,112.31,4,24,2705.00,
537069,ARNOLD HOLD ,X ,Q,7.50,8.00,7.16,7.54,7.54,7.25,84,123512,973333.00,
537092,MODEX INT   ,XT,Q,38.00,38.00,38.00,38.00,38.00,37.05,1,21320,810160.00,
537253,SUNIL HEALTH,X ,Q,73.95,75.50,71.10,74.40,75.50,71.55,20,1053,77675.00,
537254,RCI IND     ,B ,Q,164.90,166.75,161.15,162.95,163.15,164.95,138,11467,1881154.00,
537259,SUYOG TELE  ,B ,Q,345.10,360.00,345.00,360.00,360.00,362.00,8,433,151638.00,
537291,NATH BIOGEN ,B ,Q,500.00,553.40,499.25,538.85,538.85,504.95,3342,98279,51994694.00,
537292,AGRI TECH   ,B ,Q,140.00,147.10,132.60,139.20,139.15,136.85,536,35074,4896388.00,
537524,VIAANINDUS  ,X ,Q,33.50,33.50,32.70,33.25,33.25,33.25,284,160367,5304648.00,
537536,DENIS CHEM  ,X ,Q,82.00,83.75,79.20,79.25,79.25,81.25,28,2398,194259.00,
537582,UNISHIRE    ,M ,Q,9.49,9.53,9.49,9.53,9.53,9.43,2,20000,190200.00,
537669,SIVI        ,M ,Q,61.00,62.00,61.00,62.00,62.00,58.00,4,12000,738000.00,
537708,KOTAKNIFTY  ,B ,Q,104.80,105.00,104.80,104.93,104.80,104.13,8,401,42064.00,
537750,KIRAN VYPAR ,X ,Q,152.95,153.80,150.00,150.65,153.80,148.10,31,1666,252758.00,
537766,BCP LTD     ,B ,Q,166.90,166.90,158.95,160.15,159.35,160.95,125,26642,4280826.00,
537800,MANGALAM IND,X ,Q,1.25,1.25,1.04,1.23,1.12,1.14,8,9216,10719.00,
537820,VFL         ,T ,Q,5.32,5.32,5.11,5.23,5.23,5.11,16,4503,23346.00,
537840,RAUNAQEPC   ,X ,Q,122.05,127.40,120.00,123.10,122.35,127.70,25,1231,150566.00,
537954,SKP         ,T ,Q,11.97,11.97,11.97,11.97,11.97,12.60,16,1418,16973.00,
538019,OBI LTD     ,T ,Q,150.00,150.00,142.00,147.50,147.50,147.15,38,2739,395877.00,
538057,CPSE ETF    ,B ,Q,28.02,28.10,28.00,28.04,28.04,27.96,59,30026,842057.00,
538081,HARIA APL   ,X ,Q,3.30,3.38,3.15,3.15,3.15,3.22,9,1833,5838.00,
538092,JOONKTOLLEE ,X ,Q,160.05,160.05,160.00,160.00,160.00,166.00,2,300,48002.00,
538128,WOMENS NEXT ,M ,Q,69.00,70.00,67.55,70.00,70.00,69.00,5,10000,689000.00,
538180,GOLD LINE   ,X ,Q,9.33,9.33,9.33,9.33,9.33,9.33,1,1,9.00,
538212,SHARP INV   ,SS,Q,0.78,0.78,0.78,0.78,0.78,0.78,4,1010,787.00,
538268,WONDERLA    ,B ,Q,366.15,370.00,364.45,368.80,369.00,363.00,36,73660,27106557.00,
538273,RESPONS INF ,X ,Q,4.95,4.95,4.95,4.95,4.95,5.20,3,3400,16830.00,
538365,ADHUNIKIND  ,T ,Q,71.65,73.30,66.50,72.00,73.30,69.90,12,3525,252986.00,
538422,JACKSON     ,XT,Q,2.37,2.37,2.37,2.37,2.37,2.41,6,2391,5666.00,
538423,ALPS MOTOR  ,SS,Q,11.45,11.45,11.45,11.45,11.45,11.65,27,2565,29369.00,
538433,CLASSIC     ,XT,Q,0.72,0.72,0.72,0.72,0.72,0.70,2,1100,792.00,
538446,DHANUKACOM  ,M ,Q,5.01,5.01,5.01,5.01,5.01,5.10,4,60000,300600.00,
538464,TPROJECT    ,XT,Q,33.50,33.70,33.50,33.70,33.70,32.10,1018,327281,11028571.00,
538476,CTL         ,X ,Q,4.50,4.50,4.30,4.31,4.44,4.50,56,26437,116315.00,
538520,SBL         ,XT,Q,0.53,0.53,0.53,0.53,0.53,0.52,1,10,5.00,
538521,CROWNTOURS  ,XT,Q,15.90,15.90,15.90,15.90,15.90,15.15,1,7,111.00,
538539,JTAPARIA    ,X ,Q,10.55,11.55,10.55,11.55,11.55,10.58,57,23506,249280.00,
538547,OASIS       ,B ,Q,52.15,52.15,52.15,52.15,52.15,54.85,13,8450,440667.00,
538557,SAIBABA     ,X ,Q,12.95,12.95,12.95,12.95,12.95,13.63,6,165,2136.00,
538562,SKIPPER     ,B ,Q,229.75,232.00,226.10,229.80,232.00,230.30,70,3091,704114.00,
538564,JAMESWARREN ,X ,Q,131.00,133.05,131.00,133.05,133.05,131.00,7,342,44892.00,
538566,BESTSTEEL   ,X ,Q,143.75,144.00,140.00,141.85,141.20,142.00,123,23924,3393139.00,
538567,GULFOIL LUB ,B ,Q,914.40,918.00,907.05,912.15,910.00,916.75,26,407,371460.00,
538570,ACHAL       ,XT,Q,1.56,1.56,1.56,1.56,1.56,1.56,6,3395,5296.00,
538595,GLOSTER     ,X ,Q,689.95,702.00,689.95,694.85,691.15,672.90,70,2605,1812517.00,
538598,VISHAL      ,B ,Q,609.00,635.00,609.00,611.00,611.00,615.25,15,295,181579.00,
538607,TOYAMIND    ,XT,Q,2.92,3.20,2.92,3.12,3.14,3.06,39,28727,86831.00,
538608, DWITIYA    ,XT,Q,94.20,94.20,92.35,92.35,92.35,97.20,4,6,555.00,
538635,SNOWMAN     ,B ,Q,47.00,47.80,47.00,47.40,47.25,47.05,298,74376,3520040.00,
538653,EML         ,SS,Q,34.65,34.65,34.65,34.65,34.65,35.35,4,61,2113.00,
538666,SHARDACROP  ,A ,Q,424.00,424.00,405.05,405.30,405.05,406.90,82,1812,740466.00,
538668,NAYSAA      ,M ,Q,28.85,28.85,26.00,28.00,28.00,28.90,4,16000,443400.00,
538685,SHEMAROO    ,B ,Q,543.00,544.85,526.35,533.10,533.10,551.15,46,291,155875.00,
538706,ULTRACAB    ,B ,Q,93.75,95.50,90.00,91.50,91.50,95.50,42,6070,568958.00,
538707,RCCL        ,X ,Q,44.95,45.00,43.25,44.30,44.50,42.80,13,257,11343.00,
538708,ETIL        ,X ,Q,11.50,11.50,11.50,11.50,11.50,10.96,2,325,3737.00,
538713,ATISHAY     ,B ,Q,97.85,98.00,97.85,97.90,98.00,89.90,3,175,17135.00,
538715,DHABRIYA    ,T ,Q,142.00,143.00,142.00,143.00,143.00,143.00,10,1304,186372.00,
538730,PDSMFL      ,B ,Q,300.00,300.00,298.00,298.00,298.00,298.00,12,850,254100.00,
538733,STARLIT     ,B ,Q,20.50,20.50,15.00,18.45,18.45,17.70,17,1261,22517.00,
538734,CEINSYSTECH ,B ,Q,184.95,185.00,175.75,175.75,175.75,185.00,13,426,75750.00,
538742,PANACHE     ,X ,Q,46.05,46.15,46.05,46.15,46.15,44.20,5,2505,115480.00,
538770,CRANE INFRA ,X ,Q,6.71,7.03,6.70,7.03,7.03,6.70,3,106,712.00,
538771,PINCON      ,B ,Q,27.25,27.40,24.80,27.40,27.40,24.95,503,138245,3670979.00,
538772,NIYOGIN     ,B ,Q,83.95,87.35,83.95,87.35,87.35,85.65,89,27802,2361077.00,
538787,GBFL        ,X ,Q,48.80,48.80,48.80,48.80,48.80,51.35,4,64,3123.00,
538795,SAPPL       ,X ,Q,189.05,190.00,189.05,190.00,190.00,199.00,5,351,66519.00,
538812,AANCHALISP  ,B ,Q,18.00,18.00,17.85,17.85,17.85,17.10,4,254,4534.00,
538834,MEL         ,X ,Q,10.30,12.20,10.30,11.38,12.00,11.39,43,10108,115868.00,
538835,INTELLECT   ,A ,Q,171.00,173.85,168.20,170.85,170.70,170.70,586,67650,11545457.00,
538836,MONTECARLO  ,B ,Q,494.60,501.00,493.25,496.45,499.80,485.20,30,247,122764.00,
538837,JSTL        ,X ,Q,39.60,41.65,39.60,41.55,41.55,44.00,11,1012,41748.00,
538858,CAMSONBIO   ,X ,Q,16.00,16.10,15.50,15.75,16.05,15.80,19,4807,75738.00,
538860,PANAFIC     ,X ,Q,0.47,0.47,0.47,0.47,0.47,0.49,19,25341,11910.00,
538861,AMSONS      ,T ,Q,2.00,2.00,2.00,2.00,2.00,2.10,21,19914,39828.00,
538874,NEXUSCOMMO  ,XT,Q,56.85,56.95,56.85,56.95,56.95,56.45,5,9500,540575.00,
538891,SIPROJECTS  ,X ,Q,251.20,251.20,246.55,250.95,249.90,250.70,584,17052,4256898.00,
538896,KANCHI      ,XT,Q,228.95,228.95,222.10,222.55,222.55,222.15,33,1611,361355.00,
538902,DHUN TEAIND ,B ,Q,291.00,300.00,291.00,294.75,295.00,294.15,31,1238,363246.00,
538918,VANICOM     ,XT,Q,5.60,5.60,5.32,5.32,5.32,5.60,5,1143,6120.00,
538919,SKILVEN     ,XT,Q,20.50,20.50,20.50,20.50,20.50,20.45,2,160,3280.00,
538922,COSYN       ,X ,Q,80.85,84.35,79.10,82.30,82.50,78.65,171,17802,1464065.00,
538942,MERCANTILE  ,XT,Q,9.60,9.60,9.60,9.60,9.60,9.62,1,200,1920.00,
538961,GENUSPAPER  ,B ,Q,14.34,14.34,13.15,13.42,13.50,13.22,123,38636,518893.00,
538962,MINDACORP   ,B ,Q,183.40,186.90,183.40,185.95,184.80,184.90,129,6543,1211682.00,
538963,PACT        ,ST,Q,4.50,4.50,4.40,4.40,4.40,4.31,3,1348,5936.00,
538964,MERCURYLAB  ,XT,Q,356.25,356.25,356.25,356.25,356.25,375.00,1,75,26718.00,
538965,CONCORD     ,X ,Q,25.45,25.50,24.00,24.00,24.00,24.65,12,7640,185725.00,
538979,GRNLAM IND  ,B ,Q,1208.35,1259.00,1208.35,1258.35,1259.00,1260.00,5,10,12323.00,
538987,TALBROSENG  ,X ,Q,320.75,337.95,320.75,336.00,336.00,335.15,23,1090,363720.00,
538992,SAPL        ,X ,Q,164.50,164.50,140.00,162.30,162.30,155.00,5,56,8656.00,
539006,PTCIL       ,X ,Q,575.05,595.50,570.00,595.00,595.00,594.00,17,780,457558.00,
539007,PINCONLIFE  ,XT,Q,5.30,5.30,5.30,5.30,5.30,5.57,37,19618,103975.00,
539009,GBLIL       ,X ,Q,21.00,22.85,21.00,22.85,22.85,21.80,6,30025,630571.00,
539011,CHENFERRO   ,XT,Q,8.28,8.28,8.28,8.28,8.28,8.28,1,12,99.00,
539013,GITARENEW   ,XT,Q,6.90,6.90,6.90,6.90,6.90,7.20,1,80,552.00,
539014,KALPACOMME  ,XT,Q,11.41,11.41,11.41,11.41,11.41,11.64,5,265,3023.00,
539015,ORTEL       ,B ,Q,21.40,22.45,21.40,22.10,22.10,21.85,36,3401,74331.00,
539017,ASHFL       ,B ,Q,109.80,111.75,103.00,108.50,108.60,107.80,12,734,79987.00,
539018,BEEKAY      ,X ,Q,396.95,396.95,380.25,393.85,395.00,390.00,24,370,143365.00,
539031,SETFBSE100  ,B ,Q,112.00,112.00,112.00,112.00,112.00,111.50,1,1,112.00,
539032,FRASER      ,XT,Q,5.50,5.50,5.50,5.50,5.50,5.50,1,1,5.00,
539040,TTIL        ,X ,Q,5.52,6.00,5.52,6.00,6.00,5.99,11,3036,17875.00,
539042,AGIIL       ,B ,Q,147.50,152.00,138.25,140.70,140.00,145.50,511,101109,14368932.00,
539043,BKMINDST    ,B ,Q,31.60,31.60,31.60,31.60,31.60,31.00,1,90,2844.00,
539044,MANAKSTELTD ,B ,Q,34.00,35.50,33.15,34.40,34.10,34.80,39,6449,219217.00,
539045,MNKALCOLTD  ,B ,Q,10.25,10.70,10.00,10.70,10.70,9.73,14,4912,51425.00,
539046,MNKCMILTD   ,B ,Q,15.95,15.95,15.40,15.50,15.45,15.95,8,512,8010.00,
539056,ADLABS      ,B ,Q,52.90,57.35,52.50,55.70,56.20,52.70,574,39822,2200227.00,
539083,INOXWIND    ,A ,Q,116.00,116.25,114.15,115.65,115.20,115.90,276,30044,3472000.00,
539113,PML         ,X ,Q,5148.00,5250.00,5012.00,5200.00,5200.00,5200.00,32,93,478144.00,
539118,VRLLOG      ,B ,Q,388.20,388.85,382.30,384.00,386.00,385.35,97,2320,894365.00,
539122,BODHTREE    ,X ,Q,74.50,76.00,72.60,73.60,73.60,74.00,77,14892,1113612.00,
539123,VBIND       ,SS,Q,78.50,78.50,78.50,78.50,78.50,82.60,2,201,15778.00,
539125,LAYLA       ,XT,Q,1.80,1.80,1.76,1.76,1.76,1.85,5,558,992.00,
539126,MEP         ,B ,Q,78.35,79.95,78.00,78.65,78.35,78.40,532,113102,8957163.00,
539131,CLLIMITED   ,X ,Q,40.00,40.85,39.00,39.75,40.00,39.90,108,72897,2915425.00,
539132,VEGETABLE   ,X ,Q,5.89,5.89,4.70,5.04,5.00,5.03,85,38389,196623.00,
539141,UFO         ,B ,Q,416.00,416.90,406.05,415.85,416.80,411.25,102,1216,500760.00,
539143,SBCL        ,X ,Q,67.50,68.30,67.00,68.00,68.00,67.15,15,5900,399832.00,
539148,SHIVALIK    ,XT,Q,711.55,725.00,686.05,724.20,722.15,705.00,50,1335,957619.00,
539149,ICSL        ,XT,Q,4.22,4.32,4.21,4.32,4.32,4.18,14,4025,17082.00,
539150,PNCINFRA    ,B ,Q,185.00,190.00,183.35,185.65,189.90,183.20,696,40887,7584785.00,
539151,ARFIN       ,X ,Q,487.00,490.00,475.05,484.20,485.00,471.00,26,1426,689388.00,
539169,FUNNY       ,T ,Q,6.48,6.48,6.48,6.48,6.48,6.82,8,392,2540.00,
539175,INDRAIND    ,X ,Q,37.80,41.90,37.00,41.80,41.90,38.10,15,4551,188627.00,
539176,HAWAENG     ,XT,Q,56.00,57.20,56.00,57.20,57.20,54.50,5,550,31290.00,
539177,AIIL        ,X ,Q,51.40,58.85,51.40,51.80,57.95,53.90,3,531,27497.00,
539195,POEL        ,X ,Q,80.00,82.00,78.50,81.50,82.00,80.25,21,2790,225776.00,
539196,AEL         ,X ,Q,31.50,33.00,31.00,32.45,32.55,31.45,65,16034,521355.00,
539207,MANPASAND   ,B ,Q,373.70,378.00,371.65,373.70,373.70,374.80,140,2694,1009827.00,
539216,JUNCTION    ,M ,Q,33.45,33.60,33.45,33.60,33.60,32.00,3,12000,402400.00,
539217,SRESTHA     ,X ,Q,12.80,14.40,12.60,14.07,14.07,13.58,114,67457,926540.00,
539219,MUL         ,X ,Q,177.00,177.00,174.80,176.00,176.00,177.05,7,526,92245.00,
539225,JIYAECO     ,B ,Q,128.00,130.00,121.00,129.35,130.00,119.25,303,54620,6962295.00,
539226,RUDRA       ,B ,Q,204.00,204.35,180.20,200.40,201.40,204.00,30,26109,5157251.00,
539227,LOYAL       ,M ,Q,62.50,63.80,62.50,63.80,63.80,62.95,7,21000,1327350.00,
539228,GGPL        ,B ,Q,190.70,190.70,190.70,190.70,190.70,200.70,17,89,16972.00,
539229,MRSS        ,M ,Q,226.00,226.00,226.00,226.00,226.00,226.45,1,1200,271200.00,
539251,BALKRISHNA  ,B ,Q,85.90,88.00,82.00,87.25,87.25,84.40,43,5722,488993.00,
539252,SCFL        ,B ,Q,10.35,10.35,9.60,9.80,9.80,9.89,7,1562,15432.00,
539254,ADANITRANS  ,A ,Q,187.00,187.00,178.80,179.70,179.70,182.60,1285,108648,19749804.00,
539255,STARDELTA   ,X ,Q,128.00,134.80,121.50,134.80,134.80,132.00,12,9070,1107455.00,
539265,AMRAFIN     ,M ,Q,39.05,39.05,39.05,39.05,39.05,32.55,1,1200,46860.00,
539268,SYNGENE     ,A ,Q,590.50,596.00,586.50,591.90,594.00,591.15,193,3152,1865557.00,
539274,BLFL        ,Z ,Q,10.90,10.90,10.90,10.90,10.90,11.44,1,10,109.00,
539275,MSL         ,M ,Q,99.00,101.50,90.00,101.50,101.50,100.00,3,4500,435750.00,
539276,KAYA        ,B ,Q,1043.50,1044.95,1021.00,1033.60,1032.85,1048.85,247,3146,3256769.00,
539278,SYMBIOX     ,ST,Q,0.77,0.77,0.77,0.77,0.77,0.80,12,5075,3907.00,
539287,ORTINLAABS  ,B ,Q,18.70,19.00,18.60,19.00,19.00,18.50,30,13024,245377.00,
539289,MJCO        ,B ,Q,500.00,504.00,486.00,489.60,490.00,489.00,864,20876,10409847.00,
539290,BINDALAGRO  ,B ,Q,29.20,29.70,29.00,29.55,29.60,29.70,27,3681,108161.00,
539300,AKSPINTEX   ,X ,Q,37.80,37.80,37.80,37.80,37.80,37.80,1,2,75.00,
539301,ARVSMART    ,B ,Q,194.00,199.10,191.90,195.45,195.45,193.10,110,5117,996989.00,
539302,POWERMECH   ,B ,Q,877.55,880.00,870.00,876.40,876.00,872.45,29,486,426224.00,
539309,RAMASTEEL   ,T ,Q,180.00,181.40,180.00,181.40,181.30,179.95,19,1201,217576.00,
539310,OYEEEE      ,M ,Q,21.35,21.40,21.35,21.40,21.40,21.30,5,33000,706050.00,
539331,VETO        ,B ,Q,197.50,206.00,196.45,202.65,202.65,197.30,204,13354,2697699.00,
539332,NAVKARCORP  ,A ,Q,174.50,175.00,170.25,171.55,171.55,174.30,413,34364,5917906.00,
539333,PENPEBS     ,B ,Q,80.50,80.60,79.10,80.00,80.00,79.40,43,18612,1488347.00,
539334,SHREEPUSHK  ,B ,Q,219.60,223.50,217.00,220.55,220.70,218.25,466,31714,6972610.00,
539335,CHPLIND     ,XT,Q,18.75,18.80,18.75,18.80,18.80,18.55,2,2500,46975.00,
539336,GUJGAS      ,A ,Q,850.90,864.95,850.90,861.70,860.00,857.15,114,1745,1500923.00,
539346,SADBHIN     ,B ,Q,134.10,136.20,134.05,134.30,134.35,135.40,17,964,129531.00,
539351,PRABHAT     ,B ,Q,166.90,174.85,166.45,173.05,173.65,167.30,148,4289,738157.00,
539354,POLYSPIN    ,X ,Q,137.95,137.95,125.00,126.60,129.70,125.70,10,808,103389.00,
539359,PRITIKAUTO  ,XT,Q,180.50,189.00,180.00,188.70,189.00,180.35,48,19914,3620342.00,
539363,SKC         ,M ,Q,122.00,124.50,118.80,124.10,124.10,117.85,14,14000,1694750.00,
539391,ACME        ,X ,Q,20.50,21.40,20.25,20.95,21.40,22.50,8,1163,23644.00,
539400,MALLCOM     ,X ,Q,289.50,303.00,289.50,303.00,303.00,302.95,5,61,18039.00,
539401,PJL         ,M ,Q,84.00,84.00,84.00,84.00,84.00,84.25,1,3000,252000.00,
539402,VAL         ,M ,Q,18.00,18.00,18.00,18.00,18.00,17.00,2,80000,1440000.00,
539404,SATIN       ,B ,Q,415.10,438.40,410.00,428.05,428.05,416.10,98,1964,834519.00,
539407,GENCON      ,X ,Q,255.65,257.35,248.00,249.50,249.50,252.10,157,49917,12626820.00,
539408,KUBERJI     ,XT,Q,4.60,4.83,4.60,4.83,4.83,4.60,17,15361,73344.00,
539409,NEERAJ      ,XT,Q,16.00,16.00,16.00,16.00,16.00,16.80,1,41,656.00,
539410,SIENERGY    ,XT,Q,10.50,10.86,10.50,10.86,10.86,10.35,32,59878,646513.00,
539428,TEJNAKSH    ,M ,Q,444.50,456.00,444.50,452.00,452.00,444.00,13,6800,3058640.00,
539436,COFFEEDAY   ,B ,Q,307.00,309.00,303.40,305.55,303.40,305.60,123,5482,1681825.00,
539437,IDFCBANK    ,A ,Q,49.30,50.00,49.30,49.90,49.90,49.65,1327,451407,22492306.00,
539447,BEARDSELL   ,B ,Q,52.00,53.95,52.00,53.95,53.95,50.05,4,135,7117.00,
539448,INDIGO      ,A ,Q,1458.00,1470.00,1414.35,1457.25,1457.25,1448.65,4353,56690,82330801.00,
539450,SHK         ,B ,Q,254.75,256.60,252.50,252.90,252.50,254.10,157,8862,2248686.00,
539455,DASL        ,XT,Q,25.40,25.40,25.40,25.40,25.40,25.50,6,17054,433171.00,
539470,SHREEGANES  ,X ,Q,399.00,427.00,399.00,416.45,410.00,398.00,8,103,41818.00,
539479,GTV         ,X ,Q,36.75,36.75,33.25,35.00,35.00,35.00,21,1690,58645.00,
539516,HDFCNIFETF  ,B ,Q,1075.00,1075.00,1065.00,1065.00,1065.00,1056.00,2,2,2140.00,
539517,SXETF       ,B ,Q,3470.00,3470.00,3470.00,3470.00,3470.00,3400.00,1,2,6940.00,
539518,UDAYJEW     ,X ,Q,43.30,44.60,42.25,42.85,44.60,42.75,44,4761,203308.00,
539520,SHAILJA     ,XT,Q,12.19,12.20,12.18,12.19,12.19,12.20,78,27110,330465.00,
539521,NAVIGANT    ,M ,Q,17.00,17.20,17.00,17.20,17.20,15.40,3,30000,513000.00,
539523,ALKEM       ,A ,Q,1860.00,1870.85,1831.05,1842.95,1834.50,1857.00,358,142341,262956786.00,
539524,LALPATHLAB  ,A ,Q,865.05,905.00,861.65,875.30,871.10,874.65,359,3574,3159475.00,
539526,SCTL        ,M ,Q,38.00,38.00,38.00,38.00,38.00,37.00,1,20000,760000.00,
539527,CREATIVE    ,X ,Q,196.90,196.90,196.90,196.90,196.90,196.90,1,1,196.00,
539528,AAYUSH      ,X ,Q,56.00,59.00,55.65,55.75,57.00,56.45,7,227,12700.00,
539542,LUXIND      ,B ,Q,1834.00,1849.65,1810.00,1819.55,1820.20,1810.95,102,709,1294393.00,
539544,ABHIINFRA   ,XT,Q,3.00,3.00,3.00,3.00,3.00,3.00,7,2599,7797.00,
539546,BNL         ,SS,Q,14.70,14.70,14.70,14.70,14.70,14.00,1,50,735.00,
539551,NH          ,B ,Q,293.90,293.90,285.00,285.25,286.95,291.25,117,1238,354163.00,
539595,NATECO      ,X ,Q,90.00,90.05,89.65,89.80,89.80,90.05,229,95696,8600500.00,
539597,JSLHISAR    ,B ,Q,173.10,176.55,171.55,173.60,172.80,177.05,964,74721,12977935.00,
539598,ORACLECR    ,XT,Q,10.05,10.10,10.00,10.10,10.10,10.00,49,12350,124185.00,
539599,KEL         ,X ,Q,16.60,16.60,16.60,16.60,16.60,16.50,1,100,1660.00,
539620,AINFRA      ,XT,Q,141.75,141.75,130.00,141.75,141.75,135.00,30,589,82028.00,
